0,1,2
0.6627021,0.21833713,1.4207801
0.92697525,0.19100022,-0.19790559
0.9502618,1.6375506,-1.150223
0.8237719,0.6790841,-0.63840467
0.47052422,0.094069034,0.5634209
1.0365956,-0.3555523,1.0190893
0.040232487,0.30834493,1.7944486
0.48621914,2.2215905,-0.20411777
1.335592,1.7977549,-0.5918228
1.1030031,-0.033806846,0.9312878
0.12560624,-0.39658663,1.0463276
1.9592494,-0.23267762,0.71024925
0.69563013,-0.16939065,1.8973043
0.1617273,1.1506131,0.21291874
0.29263696,0.6544472,0.31852323
0.4084878,-0.0009805331,1.097298
1.0435094,-0.2141067,0.62272847
-0.23981895,1.3412365,0.2532547
0.5574571,0.41200814,1.2147169
1.3757634,-0.12256783,0.33158016
0.952587,-0.1111275,0.6131241
1.4202448,-0.14778356,1.2892736
0.22341402,0.63015294,0.6657532
3.4400113,-1.0663068,-0.25556833
0.4102631,1.0383444,0.6042534
1.322518,1.3304641,0.11812173
1.152698,0.7931978,-0.3016127
0.18677959,0.15277056,0.15629257
-0.3311108,1.6680553,0.44139603
1.9641614,2.6159341,-3.8914108
0.8207873,1.3646996,0.1482774
2.320016,3.6462767,-3.510718
0.20757213,0.17828038,0.6829074
0.40443283,2.3481913,1.1482428
1.0162627,0.69451994,-0.88777024
0.8852115,0.12491045,0.44506693
0.2686512,0.17062642,0.81479573
1.0670695,0.65978676,-0.21199082
1.0935799,0.44794643,-0.60609615
1.3244824,0.4088833,0.7275504
0.8089916,1.578846,-0.78727055
0.8174088,0.5008665,-0.43000406
0.6410168,-0.0017296404,-0.11899055
-0.85340524,2.4641871,0.6569387
1.2937332,0.3690674,-0.5099396
0.008849727,0.9125282,1.2711772
0.44389609,0.61526227,0.47180665
0.9322967,0.49798173,1.3406928
1.2204274,0.7057501,0.061295867
0.31467465,0.43103454,0.34647003
1.0388044,0.066771336,0.06079413
-0.15180075,0.64591295,0.93586445
1.4301429,0.16082805,0.6163327
0.8589482,0.44954383,0.30930957
0.22193065,0.038155425,1.4135362
0.49133584,1.4486617,-0.26167113
0.600883,0.32909545,0.78058726
0.61023283,0.827489,1.4173152
-0.020038676,0.09311939,1.4779972
0.3085323,0.3413325,0.44421327
0.8011922,0.86122596,-0.07180847
0.00092671264,0.8813541,-0.115294315
1.0178661,-0.46973255,0.05498522
0.21290393,0.20080872,2.5544744
0.94871324,0.013377085,-0.23271336
0.50223505,0.4558457,0.20850919
-0.5773348,-0.09108742,2.0458434
0.5274907,1.1924881,0.39244562
0.67372483,-0.45196378,1.3654388
0.5328972,0.8899535,0.41245
0.57809186,2.0922635,1.1202519
0.56552535,0.74225014,1.0340368
1.8306066,1.4826789,0.7967874
1.0688115,-0.6972045,0.24386916
0.61332285,0.8710268,0.6590106
-0.022719009,1.2470326,0.013653267
1.6757916,0.45781225,-0.20213915
2.259382,0.636785,1.387504
0.24332872,-1.4510617,0.88081974
0.16437314,0.51923156,0.5144246
0.4865565,0.10774741,1.7227489
0.52269113,0.41612723,0.74561685
0.8152819,0.073546335,0.17448884
2.1791651,1.5794173,-1.7040527
0.8717728,-0.317977,-0.012941031
1.1070797,0.29160976,0.16110727
1.7670314,1.1367102,-0.8443531
1.6172451,-0.9393937,0.32166582
0.9024398,0.38562328,0.3726753
0.9819776,0.9280541,-0.2238999
0.2859265,1.2060987,0.046696864
0.56985664,0.3266925,1.0680635
0.45137653,0.5849399,0.8034211
0.62300056,0.24245533,0.90924966
0.0046061072,-1.2105924,3.1871989
0.28093132,1.5528792,1.9572381
0.9546729,-0.49436158,0.16813582
1.337503,0.34973118,0.059637938
-0.01809175,1.2644068,1.0241125
0.46437824,0.09904198,0.8220068
0.17925674,1.1763214,0.53159237
0.26623982,1.078917,0.0027895106
0.058411136,0.3711253,0.3314096
1.3583649,-0.24210984,1.4468721
0.47372693,1.0470984,0.9992353
1.165584,-0.008863114,-0.79261076
-0.04114878,1.9909923,0.25694057
0.16853984,-0.085031316,1.2172618
0.39696938,0.074176736,1.0043975
0.60131806,0.08893696,0.14200054
1.0033209,0.3891787,0.7217082
0.323839,0.92583543,-0.039906323
1.3713006,0.104389,0.571122
-0.040048167,0.14209242,1.1964025
0.23981377,-0.008420196,0.3544676
1.25291,-0.25528085,0.62582487
0.6684085,0.59330636,0.31823277
0.60039073,-0.10070373,1.1922898
0.4023558,1.8536841,-0.71670455
0.040054705,0.45405927,1.0144908
0.59792364,1.6558764,-0.4143548
1.7603396,-0.14045662,-0.2655969
0.70692915,-0.015301711,0.49277645
0.7559875,0.0006720635,1.1504712
0.7719326,0.6982134,0.27433047
0.67355216,-0.07498259,1.3192503
1.2564322,0.8047503,0.77953124
0.36830226,0.7928232,-0.04162775
0.22779064,0.7480271,1.5310686
0.028211197,-0.03837938,1.7061391
0.52517146,-0.16721103,0.5730413
0.45413613,1.4456295,0.47885448
0.4999272,0.18030526,0.4926309
0.48346874,0.38657996,0.45331743
1.13912,-0.10862122,0.5295044
0.22874303,0.34029192,0.46077314
-0.021316312,1.2354203,0.49891838
0.3782497,0.21871473,1.4215564
0.6719287,-0.06843866,0.560553
1.1956139,-0.63301754,0.9528666
0.5764969,0.6355817,0.75548184
0.3688945,0.32541248,0.2866173
0.23690468,0.5534943,0.45945266
0.29132086,0.7779662,0.8912551
0.70971215,0.79866445,-0.034862485
1.2798784,0.31019172,-1.6366757
0.79149014,1.1935318,-0.34187177
0.183995,-0.05232549,1.0596645
0.78662574,0.88626736,-0.69712424
0.79482955,0.62225235,0.50521547
0.7086507,-0.09017699,0.57451355
0.16454265,0.33371893,0.101342484
0.3350239,1.4287102,1.656107
0.17941315,0.835396,1.0994341
-0.14811057,1.0619756,0.2592191
-0.7018736,2.0128872,0.012232102
0.89439785,-0.2982056,0.67135394
0.042408414,2.7535236,0.10542312
0.4947044,0.37250358,0.05686688
0.66286135,0.18869722,0.7197415
0.94060993,0.27698934,0.41607055
0.72918105,0.14820682,0.39423668
1.048204,0.00015001302,1.3892585
0.98621565,0.5027828,0.08275562
0.35347474,0.45074412,1.262622
0.41764078,0.78865343,-0.0050133048
0.98811054,0.31337827,-0.27189872
1.1233184,-0.52452475,0.49383548
0.4005814,1.2185998,-0.27465072
0.7243984,0.079624504,0.30028966
1.0913613,0.56780297,1.8994259
0.4884132,-0.04669862,0.87985563
0.30349693,0.8886538,0.9105207
1.0575663,0.642722,1.4613247
1.8155934,-0.3458075,0.42258683
0.6809423,1.3950286,1.3438354
-0.30630076,0.8854258,1.3701197
0.7660346,-0.4098382,1.2673798
0.66430825,0.85302436,-0.39689627
1.0140767,1.3352957,-0.89711684
0.6290306,0.3354871,0.43613783
1.4074395,-0.3312335,0.9109274
0.6066982,0.27758095,-0.13798814
1.2233019,0.06323344,0.6589464
0.28855568,-0.23574723,0.49612325
1.935167,0.7425497,-0.8389602
0.80946267,0.9348189,0.5306501
1.0393475,-0.18158743,-0.2631255
-0.1816714,0.5918942,1.0733356
0.5529944,0.2629314,0.51934576
-0.02156716,1.0079461,0.9146325
0.4840707,1.4130557,-0.1312537
0.19164898,0.7967729,0.65118265
0.6376099,0.4283266,0.19921978
-0.14193864,0.10583806,1.6889982
0.62255216,0.60804975,0.6465383
-0.032217346,0.7630983,0.5034748
-0.018402904,0.8400447,0.9333888
0.8787361,-0.0070244246,1.4821866
1.1428472,1.4925036,1.472769
0.79925424,1.1616328,-0.59041655
0.49297696,0.045240294,1.1016219
0.57220554,0.47869167,0.7601114
0.82217735,0.10027583,0.86151576
0.3345239,0.24787499,0.6558193
1.3407589,0.052305732,0.40705028
1.0018452,0.51126784,-0.963393
0.78662205,0.5309236,0.8136113
0.8596362,1.0772221,0.6331897
0.49123144,0.10287278,0.28477576
0.8472727,1.8081056,-1.5297148
0.89226073,-1.12923,2.0913317
0.2783221,0.44659343,1.2119466
0.40089422,0.595095,1.1611879
0.8811817,0.70619404,0.6902977
-0.061491467,0.5853385,0.5398214
0.6218642,0.492729,1.4411889
1.1255131,0.9329526,0.621202
1.2035401,0.068874426,0.20943044
1.3742356,0.86699,-0.8298423
0.17807086,1.6705961,1.6008002
1.5386355,0.34714723,-1.1700733
0.60371155,-0.021597648,0.6947909
0.4438508,-0.03671174,0.7787075
0.5345932,0.015168101,0.99669385
-1.2930993,2.4877527,3.212224
1.119891,0.13852915,0.5640914
0.6726332,0.1706045,1.0819936
1.5289773,0.116634175,0.07565009
0.52767277,-0.032304585,0.636118
0.69034815,2.3302686,0.1848108
0.8376571,-0.2610347,0.7275907
1.3348675,0.5933826,-1.0744357
-0.045863576,0.43233037,1.306398
0.43250766,-0.024862781,1.0468123
2.2685058,-0.28237233,0.20565908
0.6194878,-0.38476363,0.55103207
1.0435419,0.42605498,0.8511455
0.6459133,1.3952856,0.25320348
0.80739677,-0.44330534,0.88532966
1.0081742,0.52529013,1.0074614
0.80910754,0.2801661,0.8285142
1.0052238,1.277394,0.21398753
1.1265165,0.2745106,1.191059
1.1505927,0.1098642,0.2316105
1.2235483,0.19368604,0.711514
1.8826038,0.15573731,-0.45171818
0.952988,-0.38501656,0.5530653
0.4289274,1.2081994,0.34814724
0.97647506,1.2972492,0.9731191
0.87479734,0.014036977,0.43971035
0.18257464,0.7578772,0.7419639
0.1861757,0.24970484,0.68783903
0.35823926,0.4811013,2.119309
0.25487554,0.14742026,0.49490312
0.77051854,-0.2998081,1.7138922
1.0895036,0.8510426,-0.42128682
1.7926329,1.3264086,-0.924099
0.19293365,1.517758,0.6306757
0.8778008,-0.399794,0.57570916
1.1271865,0.35367435,0.6005786
1.0489595,0.101494476,0.23229104
0.16676347,0.8622983,1.1258802
0.56805515,-0.13189721,0.85938907
-0.15948233,0.9777942,1.3937286
0.52654725,-0.11995741,1.0065731
1.2273883,0.9573451,-1.1779895
0.6999486,2.3449204,-0.79585844
0.61190486,0.54372627,-0.2790782
0.6324831,-0.70912534,0.5174781
0.5633009,0.24675822,0.01916405
0.9211215,0.021869214,-0.21289319
0.34535083,0.9125606,0.48265707
0.89884216,0.047166105,1.3471498
-0.058899138,0.43015012,1.5053142
1.1214463,-0.091478206,-0.21833728
0.15955235,0.8407636,0.5472246
1.4804856,-0.024834363,-1.050085
0.07005656,1.741651,1.4630139
0.5835861,0.9382564,0.7945339
1.1255662,0.99531263,0.0464757
0.61097,0.026506437,0.8748824
0.6437431,0.6814749,-0.2628214
0.19753301,0.056302566,1.8692774
0.8709054,0.5870148,0.42280972
0.1167815,0.9854246,1.0871189
1.5962955,0.29083353,-0.5788286
0.44320783,0.025658254,1.4594439
0.20306551,1.1236198,1.3085864
0.2965526,-0.26833227,1.1684319
1.2305336,0.90878135,-0.3186706
1.0795919,0.50064147,-0.121016346
1.2049034,1.1473675,0.06542171
0.79576313,0.22744925,0.4874892
0.5783317,0.16586562,0.85523534
0.40086314,1.0516187,0.31349534
0.63163203,1.2139502,0.20090173
0.5421531,0.6640995,0.34974623
-0.42490298,0.6319665,2.2178526
0.8809354,-1.3523105,1.4791638
-0.5389439,0.92516685,0.79035133
0.8058784,0.551563,0.7172014
0.049348082,0.7482041,0.079932116
1.2528112,-0.4385849,0.9111358
1.1196598,0.10284584,-0.039208297
0.41407323,-0.1384584,1.5172685
0.9401836,-0.28708342,0.026341936
0.89388406,1.3422228,-1.2002317
0.520607,0.4180483,0.9092863
-0.0811258,0.8533895,1.3110607
0.59315604,0.46844196,1.3344322
1.216884,0.7394032,-0.5798786
1.0617602,0.7371089,0.72430193
1.3931673,-1.1309859,0.19518907
-0.8572241,1.8766872,0.92810005
0.63465136,0.7183176,-0.48610103
0.27050343,1.0039527,1.0662177
1.1876148,0.16560254,0.52684313
0.5547084,1.247189,0.89069206
0.7656201,0.14280254,0.5014443
1.1570054,-0.0107710995,-0.26770735
-0.05754038,1.591422,0.30562568
1.0146338,0.24743728,0.7556535
1.2728549,-1.4017054,2.464968
0.23918606,-0.30670604,2.0386503
0.67250675,0.16936529,0.3379322
0.6015105,0.58062595,0.17193131
1.0529824,1.5981759,-0.41194227
0.90204334,-0.7605449,0.8376179
0.68350154,0.63436973,0.14344385
2.4712093,0.75808996,-0.4793182
1.1916412,1.8463881,-1.0543996
0.4069637,-0.6671635,1.2743897
1.0468106,-0.13381276,0.56773275
0.8714394,0.1705464,0.5792648
0.4450666,-0.80063164,0.44014233
0.19629878,0.4215643,-0.048033386
-0.20661284,0.25692624,0.7740497
1.0977759,-0.18100482,0.4164937
0.9601174,0.34492797,-0.043027423
0.76209134,-0.32879627,1.23632
0.19862323,1.2738051,1.7445271
0.39962462,0.8239898,0.0072673475
0.71493024,0.55564386,1.104436
0.90808237,0.43330303,0.5397646
0.40994665,1.1214384,0.06592793
0.81919223,0.060342483,0.8218311
-0.14499208,0.2868839,0.9518978
1.0644952,0.7764014,-0.8139889
1.3028396,0.52347136,-0.20429833
1.4448094,-0.72042763,1.1251334
0.38127136,0.47287306,0.7618684
0.68103963,0.5877877,0.82721305
0.8773097,0.2620136,-0.01964673
0.49580595,1.4221866,1.39271
0.42292076,1.0370839,1.2656265
2.0598402,0.36247143,-1.614625
0.5749559,-0.11948116,0.8603414
0.7269614,0.69831586,0.65939116
1.2951502,-0.4995224,1.1278102
1.010239,1.2010002,-1.1221973
0.8423061,0.57266515,0.65174097
0.55498815,-0.25526375,1.4634966
-0.68445486,1.8154851,-0.17736356
0.32381135,0.113280945,0.22023557
-0.95729625,-0.12949367,-0.5976014
0.65659195,0.22841518,1.1865928
-0.0076239374,0.23343076,0.6820346
0.70883507,0.5568166,0.714284
0.46092337,0.992841,0.90362084
0.60210794,-0.3482936,1.0510002
0.82403743,-0.11099054,0.6729465
0.6526958,1.7332776,-0.24038514
1.59098,0.6869705,0.086005315
1.3685418,0.7578383,-0.6533108
1.9500161,0.5207268,-0.16159686
0.43034264,-0.25776684,1.267943
0.46192738,1.3528033,-0.39439437
0.34850338,1.0853496,0.35765883
0.7467131,1.6658047,0.16238946
0.37660384,0.033303097,1.2583028
0.7433856,1.2776128,-0.48407117
1.4798834,0.97687906,-0.84812623
-0.043663062,1.2085836,0.3656273
0.70954907,0.2968546,1.0152923
0.7596855,1.1797843,-0.24445882
0.04745223,0.081349224,1.0350126
0.8756953,1.0571406,0.06353417
2.9924052,1.3859602,1.8263521
2.305569,1.6043082,2.1666908
0.91985947,1.1994755,-0.03521824
1.7389383,-0.42117158,1.1660409
0.8912337,0.48215422,0.4139768
0.5453681,1.1129017,1.0706143
-0.24562246,1.4448459,1.5803082
0.521004,0.017645113,0.91852385
1.0697266,-2.2216318,1.5920643
0.91456157,0.4750854,0.38008845
0.90405047,0.786783,-0.706354
1.0012157,-0.032646198,0.7373993
0.63435787,0.45692265,0.53998286
0.51103604,0.8134583,0.32224515
-0.3662785,0.005220246,0.57998383
0.81426233,0.63085407,-0.004514266
0.2324419,0.37483674,0.49973857
1.9169481,0.0072842394,-0.38491654
1.2509729,-0.6877981,0.18286063
1.2127681,-1.635631,0.21757203
0.55999666,-0.027264465,0.9997105
0.34581855,0.48696318,-0.39350128
0.7733784,0.039526623,0.61584383
-0.29694393,0.38316643,1.6079204
0.6713163,2.1363664,-1.052294
1.2583705,-0.28317696,0.56297433
2.1403637,-1.0040239,0.49106878
1.5568591,1.6570956,-0.89608806
0.89544696,-0.06614546,1.0528992
0.46529618,1.0669048,0.9947061
0.14865348,0.77708703,0.94029564
0.5369535,0.76376265,0.19126382
0.4040022,0.0041888785,0.59628546
0.56238395,1.4362577,-0.64177835
0.58003134,-0.102546655,0.69415855
0.45161772,1.1399782,-0.15841602
0.6389371,0.14141583,0.41671848
0.46110722,-0.8288256,0.1237185
0.69038206,1.8672333,-0.3419576
0.30716228,0.6763849,0.871831
0.46086004,0.8252575,0.52261364
0.7963729,0.37869054,-0.1331835
0.97551805,1.4052969,-0.48362392
3.1159225,-1.6475381,-1.0730087
1.3800355,1.94461,-1.4208591
0.06710654,0.021024704,0.9177939
-0.017281871,1.2116,0.88760334
0.66894764,0.76383835,0.42625228
0.077469274,1.9788153,0.25235143
0.9259758,0.5117741,0.30713364
-0.62084824,0.82093537,1.5434417
0.46864164,-0.3906432,1.4567682
0.74709934,-0.022545187,0.2875605
0.40430936,1.0933602,0.3549367
0.17034762,-0.24618787,0.9218643
0.6606222,1.0476801,0.3937846
1.4923984,1.2446237,-0.93894964
0.46108624,-0.43512663,2.7264493
0.71419823,0.6232818,1.1991106
0.37135297,0.79754245,1.3071114
0.6761645,0.95688266,0.1096262
0.39463782,0.44997677,0.5817185
0.6282808,-0.28508398,1.0464469
0.27039924,-0.36937535,0.9703581
-0.122191004,0.88303316,0.46417546
1.0531905,0.8405073,0.41957745
1.8946117,1.3708972,0.48870212
1.1005609,0.17262816,0.22098382
0.68378514,0.9107846,1.1050681
1.0278156,-0.85004324,0.364652
0.74718374,0.48031023,-0.5229319
0.6150363,0.52869403,1.4743938
0.2788113,0.3368465,2.0204365
0.36135837,1.2514412,-0.50516546
0.79065263,0.28655013,1.205204
1.1212912,-0.20142578,1.6773118
0.9311747,1.0853117,0.05838947
0.86678916,0.1526243,0.67985886
0.927469,-0.03985959,1.3704306
0.6768839,0.3379058,0.4875588
1.0649815,-0.24911384,0.65862966
1.1018639,1.8688126,0.3301275
0.81098056,1.2832772,-0.52371484
1.4230878,-0.0781676,0.4699595
0.24693492,0.21567541,1.0183182
0.68064535,0.66091186,-0.05377509
0.22400674,-0.04878255,1.2408944
0.81839997,-0.07091243,0.74344
1.1637758,1.2868838,-0.3256058
1.7567235,1.7903662,-0.8308156
0.54124427,1.4146924,0.29734516
0.36004767,0.35224992,1.092445
0.010228532,1.4541651,1.1119088
-0.083626546,-0.07812304,1.6352118
-0.2789323,-0.6054865,0.84444636
1.2371241,0.5863452,-0.5595387
0.10350112,0.43658814,0.8818831
0.16185462,1.2246671,1.1909903
0.88671815,0.65042377,-0.119445905
0.63402104,0.54313564,0.53769344
1.3037809,0.24096599,0.3344576
1.0518225,0.47710925,0.5227044
0.71840906,-0.5141844,0.5686688
0.587425,-0.013675934,1.6365339
0.3831066,0.27462077,0.72353697
0.34370148,0.14977051,0.7365365
0.042898662,1.0401275,0.48658538
-0.7047897,0.7049682,1.5606169
1.0128874,0.0699235,0.8083479
1.0461229,0.44122952,0.44268328
0.616731,0.7648063,-0.12528859
0.37816703,0.47363675,0.6317964
0.8155928,0.26499087,0.20673491
0.6998352,0.6205659,-0.74048066
-0.057122584,0.75997573,0.71128905
0.65669733,0.64396816,1.3896034
0.9918251,0.32898605,-0.042311847
1.307108,0.21047394,0.06901868
0.6304896,1.5079385,-0.31668487
0.95859873,0.20320836,0.4565799
0.8571225,-0.29117844,-0.110038504
0.4225873,1.836219,2.1167505
-0.59234613,1.1812367,1.4685655
-0.023847012,0.6072703,0.5073749
0.6660458,0.5380811,0.16285649
0.35636148,0.69327265,0.84958863
0.7671621,1.6383909,-2.3446326
-0.74446386,-0.46661726,2.260815
2.8352456,-0.7134375,-0.45488498
0.41543984,0.9513498,0.038558874
0.69202995,1.1230186,-0.5731337
0.97423565,0.15918231,2.0085056
0.7553487,-0.18359874,0.5286485
0.5193968,1.0000952,0.1618787
1.5633373,1.5269859,-0.8173481
0.36560357,0.8627737,0.14780673
-0.123433866,1.4887003,1.2146424
0.6184644,1.1620654,0.54300237
0.5414373,0.7216558,0.8853798
0.7272079,-0.3730568,0.6297815
1.17486,0.0062073506,1.2441776
0.62587523,-0.32656935,0.074205056
0.44928116,-0.30206275,1.2133301
0.18425469,0.25369728,1.2146565
0.27084124,0.10063409,1.3917755
2.064271,-0.99532455,-0.044322148
0.90933526,1.9424782,1.2358934
0.09870732,0.07394573,0.72534907
1.3597575,1.2640116,1.0606538
0.19610201,0.4265301,0.98743135
0.6556661,0.0669332,-0.15698722
-0.19949321,0.41530678,2.362673
0.6946984,0.16283754,0.15043296
0.71614206,0.18632075,0.18886332
0.6679671,-0.04016844,1.2315166
0.50366175,-0.4224508,0.62818134
1.0367161,0.6540875,0.52922463
0.6861929,1.1158679,-1.1912202
0.8791791,1.0866818,-0.9628468
0.60138667,1.9549614,-0.35949597
-0.21460332,0.9041363,1.000032
1.3493435,0.7245407,0.073107995
-0.070350945,0.3137182,0.031015174
-0.3016016,1.4456117,0.78905153
1.4125556,0.09851281,-0.13523665
0.3132967,0.6295996,0.76592356
1.8741568,0.028769355,0.10635922
0.9861079,-0.06262186,0.11889299
-0.47397506,0.6885911,0.6977693
0.27547637,1.0360163,0.5317415
0.97355807,0.23926222,0.852926
0.67166317,0.55430233,0.39456663
0.6895165,0.2683404,0.09664142
0.48110607,-0.60212374,1.0873351
0.89437956,0.08367317,0.5616469
0.9680482,-0.24799202,0.69390017
0.90588087,-0.10825131,0.2477416
0.9270405,0.086611606,1.3055534
0.92838806,0.40434974,0.14583673
0.5352482,1.1527485,0.4814719
1.0660084,0.46126127,0.28201115
0.6931437,-0.6985668,1.4981728
0.5597965,0.840132,0.76929945
0.42970505,1.4990075,-0.6579175
0.89572567,0.35897845,1.1157118
1.1949577,0.44848543,0.34698978
0.20922473,1.1051085,0.062006697
0.5782347,-0.81400204,1.1081016
0.36850756,1.8429542,-0.36395285
0.44114366,0.20691262,1.3932825
-0.29516572,0.8809204,1.1182399
0.71569425,0.66703653,0.44352642
0.7635081,1.2819508,0.92863715
0.044293664,0.9824818,-0.034683034
0.33200628,0.0683756,1.6046125
0.20593652,0.7057722,0.61708575
0.47812375,1.4129434,0.2937573
1.1668649,-0.49078327,0.047930155
1.7810763,-0.31877196,-0.16749476
2.0255644,-0.2275737,0.3655156
0.6169442,1.2186311,-0.17110664
0.5618866,0.084391125,1.0165105
0.7458534,0.18583262,0.9296757
1.1089582,0.5278869,0.85505056
-0.13126339,0.7053772,0.71266556
0.6332908,-0.26575992,1.1059777
1.0451344,0.04335497,0.43039882
-0.7328619,0.9849268,1.4344238
0.8465636,0.3309736,0.07432231
1.2703352,-1.0389427,-0.17379247
0.18154348,0.5372942,0.49038494
0.610259,0.10657214,1.370476
0.8488949,0.23454973,0.09651128
0.386181,1.1341708,-0.21892124
0.80458623,0.15614091,0.08415944
0.71145123,1.0203505,1.6487648
0.4707919,0.10107533,0.5431367
0.17094272,0.33800066,1.0908467
0.27736163,0.634182,0.8526014
0.9191685,-1.7895428,2.1736271
0.48674104,-0.31555837,1.0854142
0.5849189,0.5123366,0.5684301
1.2503512,0.8609107,-0.19471224
0.7171387,0.64376146,1.0464936
1.2862597,-1.1716845,-0.053003866
0.43872055,-0.26753473,1.2331806
1.1871796,0.87949234,-0.42747882
1.4671704,-1.775136,0.9079932
1.1061118,0.6769097,0.6039377
1.9848503,0.43388036,0.16521852
0.8446517,0.85033166,-0.577739
1.0065259,-0.33130893,0.7707599
0.24613623,0.5960276,0.7653058
0.572075,0.36544374,0.4581577
1.5182769,1.1799289,-0.4435553
0.32052407,0.10377257,2.6359112
1.9901081,0.47098485,1.1582396
0.87362033,1.5861552,-1.4135008
0.12519848,1.1454331,0.40311882
0.76226217,0.94979054,-0.93958366
1.068249,0.7704186,-0.13471438
0.87539154,0.100632794,1.0026665
0.39104524,0.13909784,0.33720276
0.59174645,0.46543503,0.65037304
0.13079469,0.5279827,1.6124042
-0.8815423,0.4296427,1.7486212
0.5965788,0.23047854,1.2080941
1.7648325,0.7725423,0.30365393
0.5777273,0.0148599995,1.0126541
0.48628446,0.72443944,0.31292382
0.85295564,-0.10442419,0.7514932
1.0929923,0.28711885,0.21237624
0.21675903,-0.6358674,1.0569528
0.6551967,0.21903665,0.49323097
-0.19129221,-0.687899,1.6025971
0.23267318,0.4294138,0.20940706
1.082863,0.29866233,-0.118617
0.2776921,-0.94320583,1.6114639
0.7815944,0.19364057,0.40458244
0.473624,-0.007883104,0.92091906
0.29272512,0.2659321,0.5194615
0.7344615,1.0732547,-0.5075413
0.5988352,1.1871452,-0.023468489
0.84515035,0.3711682,1.2234824
0.6579296,0.12745649,0.84554887
0.68226254,-0.07143636,0.72504425
0.59285355,0.30808944,0.67085487
0.844822,0.9737787,-0.6468889
0.36038265,1.4123503,1.1370511
1.3238982,0.04005428,0.61347437
0.15600613,0.5664352,1.8339909
0.6558745,0.22248678,-0.10872978
0.76786804,0.9715703,0.14451124
0.6644859,-0.026709573,0.3298318
1.1885366,0.623544,-0.7740624
0.25158322,0.9367072,0.041406162
0.5575768,0.6188209,0.36359313
-6.531249e-05,0.14105955,1.2782813
0.6236718,0.84584236,0.18440282
-0.28683296,-0.1727455,1.7219918
1.0005836,0.95273185,0.6540637
0.4064259,0.71802354,0.19054717
0.5694916,0.59690356,-0.08977137
1.1381327,0.47917023,0.18316963
1.0457073,-0.05403612,0.7353216
0.24899778,0.22778277,1.145051
0.46600488,1.0565629,-0.25640228
0.7804257,0.6111742,0.78747964
0.32076886,0.8919651,0.6904012
0.4437831,0.4458409,0.57972616
0.84873515,0.6325693,1.0437441
0.7621561,-0.4360937,0.46466243
0.10146806,0.49837613,-0.1281779
0.20885547,1.6910685,0.3697757
-0.004520804,0.0585299,2.1038768
0.053004153,-0.7246373,1.1580386
0.2226443,1.055995,0.41329467
0.9221045,-0.71984714,0.3833551
0.40293163,-0.107139595,0.9653703
-0.27507085,-0.43622923,-0.27103978
1.1432575,0.39967188,-0.75177723
0.12069621,0.06017668,0.80337274
0.97976,0.32056564,0.95952517
0.21267197,0.46890965,0.12674576
0.52811325,-0.031026652,1.0652744
0.5340906,0.6818174,0.65649813
1.2023494,-0.80315626,0.39883637
-0.14440587,0.57947904,0.8738897
1.0289919,1.9595374,-1.1325753
0.5153164,0.5414086,0.568935
0.2766846,0.07772534,0.96229005
0.78253615,0.5970619,0.14026098
1.004836,0.6841906,0.078322545
1.3086839,0.92475945,0.0855461
-0.18521565,-0.036893934,1.6432375
